question_id,question_text,topic,average_score,correct_rate,score_variance,difficulty_label
1154,Analyze the data normalization in Algebra with example scenario 1153.,Algebra,4.41,0.621,0.812,Medium
1155,Prove the classification rule in Linear Algebra with example scenario 1154.,Linear Algebra,2.38,0.284,0.859,Hard
1156,Identify the optimization technique in Physics with example scenario 1155.,Physics,6.97,0.891,1.836,Easy
1157,Compare the classification rule in Statistics with example scenario 1156.,Statistics,4.58,0.685,0.538,Medium
1158,Derive the primary formula in Statistics with example scenario 1157.,Statistics,2.75,0.326,1.899,Hard
1159,Determine the standard method in Networks with example scenario 1158.,Networks,8.46,0.918,2.422,Easy
1160,Illustrate the main application in Genetics with example scenario 1159.,Genetics,4.63,0.582,1.304,Medium
1161,Derive the regression model in Microeconomics with example scenario 1160.,Microeconomics,1.2,0.145,1.054,Hard
1162,Explain the fundamental theorem in Networks with example scenario 1161.,Networks,7.78,0.934,1.686,Easy
1163,Derive the fundamental theorem in Chemistry with example scenario 1162.,Chemistry,3.23,0.521,0.563,Medium
1164,Evaluate the probability distribution in Chemistry with example scenario 1163.,Chemistry,1.41,0.223,1.714,Hard
1165,Explain the optimization technique in Linear Algebra with example scenario 1164.,Linear Algebra,8.83,0.926,1.818,Easy
1166,Evaluate the logical equivalence in Statistics with example scenario 1165.,Statistics,4.46,0.472,2.272,Medium
1167,Evaluate the classification rule in Operating Systems with example scenario 1166.,Operating Systems,1.41,0.157,1.073,Hard
1168,Analyze the logical equivalence in Data Structures with example scenario 1167.,Data Structures,9.1,0.911,0.56,Easy
1169,Determine the core principle in Machine Learning with example scenario 1168.,Machine Learning,5.99,0.705,2.447,Medium
1170,Evaluate the fundamental theorem in Machine Learning with example scenario 1169.,Machine Learning,2.21,0.235,0.625,Hard
1171,Determine the data normalization in Databases with example scenario 1170.,Databases,5.12,0.817,2.451,Easy
1172,Compare the logical equivalence in Logic with example scenario 1171.,Logic,6.38,0.678,2.376,Medium
1173,Analyze the fundamental theorem in Physics with example scenario 1172.,Physics,0.94,0.125,0.642,Hard
1174,Derive the core principle in Statistics with example scenario 1173.,Statistics,5.48,0.792,1.438,Easy
1175,Illustrate the key assumption in Biology with example scenario 1174.,Biology,3.14,0.491,0.835,Medium
1176,Derive the fundamental theorem in Electromagnetism with example scenario 1175.,Electromagnetism,1.41,0.143,2.019,Hard
1177,Prove the classification rule in Algebra with example scenario 1176.,Algebra,7.32,0.944,1.057,Easy
1178,Compare the data normalization in Chemistry with example scenario 1177.,Chemistry,4.9,0.671,1.099,Medium
1179,Derive the core principle in Biology with example scenario 1178.,Biology,1.09,0.167,1.013,Hard
1180,Compare the core principle in Logic with example scenario 1179.,Logic,7.14,0.821,0.625,Easy
1181,Analyze the standard method in Chemistry with example scenario 1180.,Chemistry,4.36,0.472,0.794,Medium
1182,Determine the main application in Machine Learning with example scenario 1181.,Machine Learning,1.88,0.199,0.81,Hard
1183,Evaluate the logical equivalence in Databases with example scenario 1182.,Databases,6.09,0.767,1.105,Easy
1184,Analyze the time complexity in Biology with example scenario 1183.,Biology,5.46,0.592,0.774,Medium
1185,Explain the space complexity in Microeconomics with example scenario 1184.,Microeconomics,2.15,0.268,0.788,Hard
1186,Derive the standard method in Computer Science with example scenario 1185.,Computer Science,6.21,0.875,1.476,Easy
1187,Evaluate the optimization technique in Statistics with example scenario 1186.,Statistics,3.35,0.428,1.113,Medium
1188,Derive the classification rule in Macroeconomics with example scenario 1187.,Macroeconomics,2.11,0.338,1.337,Hard
1189,Analyze the core principle in Statistics with example scenario 1188.,Statistics,7.49,0.842,1.649,Easy
1190,Analyze the space complexity in Biology with example scenario 1189.,Biology,5.71,0.627,2.224,Medium
1191,Prove the optimization technique in Databases with example scenario 1190.,Databases,1.56,0.191,2.18,Hard
1192,Evaluate the key assumption in Networks with example scenario 1191.,Networks,9.06,0.948,1.243,Easy
1193,Analyze the key assumption in Data Structures with example scenario 1192.,Data Structures,3.71,0.466,1.983,Medium
1194,Illustrate the space complexity in Genetics with example scenario 1193.,Genetics,1.93,0.243,2.176,Hard
1195,Determine the regression model in Macroeconomics with example scenario 1194.,Macroeconomics,7.76,0.822,1.314,Easy
1196,Determine the key assumption in Algebra with example scenario 1195.,Algebra,4.0,0.512,2.025,Medium
1197,Illustrate the time complexity in Electromagnetism with example scenario 1196.,Electromagnetism,0.93,0.137,2.403,Hard
1198,Compare the primary formula in Statistics with example scenario 1197.,Statistics,6.49,0.785,1.659,Easy
1199,Compute the probability distribution in Calculus with example scenario 1198.,Calculus,4.86,0.566,0.96,Medium
1200,Analyze the key assumption in Databases with example scenario 1199.,Databases,1.95,0.26,1.823,Hard
1201,Illustrate the core principle in Thermodynamics with example scenario 1200.,Thermodynamics,6.44,0.778,0.871,Easy
1202,Explain the standard method in Electromagnetism with example scenario 1201.,Electromagnetism,3.4,0.495,0.866,Medium
1203,Evaluate the optimization technique in Networks with example scenario 1202.,Networks,2.42,0.339,2.354,Hard
1204,Compare the standard method in Microeconomics with example scenario 1203.,Microeconomics,7.82,0.944,0.786,Easy
1205,Evaluate the regression model in Genetics with example scenario 1204.,Genetics,4.84,0.527,1.235,Medium
1206,Analyze the fundamental theorem in Thermodynamics with example scenario 1205.,Thermodynamics,1.03,0.125,2.19,Hard
1207,Analyze the fundamental theorem in Microeconomics with example scenario 1206.,Microeconomics,6.09,0.909,1.846,Easy
1208,Compute the fundamental theorem in Data Structures with example scenario 1207.,Data Structures,3.26,0.475,2.248,Medium
1209,Compare the time complexity in Calculus with example scenario 1208.,Calculus,1.21,0.172,0.501,Hard
1210,Identify the regression model in Operating Systems with example scenario 1209.,Operating Systems,8.47,0.924,1.755,Easy
1211,Compare the data normalization in Discrete Mathematics with example scenario 1210.,Discrete Mathematics,4.33,0.655,1.417,Medium
1212,Analyze the logical equivalence in Databases with example scenario 1211.,Databases,1.29,0.202,1.472,Hard
1213,Identify the space complexity in Genetics with example scenario 1212.,Genetics,5.75,0.934,1.083,Easy
1214,Determine the core principle in Biology with example scenario 1213.,Biology,3.27,0.471,2.317,Medium
1215,Analyze the time complexity in Operating Systems with example scenario 1214.,Operating Systems,1.86,0.236,2.021,Hard
1216,Evaluate the time complexity in Statistics with example scenario 1215.,Statistics,6.21,0.781,1.36,Easy
1217,Compare the space complexity in Networks with example scenario 1216.,Networks,6.03,0.603,2.039,Medium
1218,Determine the data normalization in Physics with example scenario 1217.,Physics,2.0,0.215,0.841,Hard
1219,Compute the fundamental theorem in Discrete Mathematics with example scenario 1218.,Discrete Mathematics,5.15,0.756,1.181,Easy
1220,Analyze the optimization technique in Logic with example scenario 1219.,Logic,4.86,0.574,2.321,Medium
1221,Derive the space complexity in Chemistry with example scenario 1220.,Chemistry,1.99,0.248,0.6,Hard
1222,Explain the primary formula in Macroeconomics with example scenario 1221.,Macroeconomics,6.21,0.757,1.376,Easy
1223,Analyze the fundamental theorem in Computer Science with example scenario 1222.,Computer Science,4.55,0.685,0.55,Medium
1224,Explain the main application in Biology with example scenario 1223.,Biology,1.6,0.23,0.599,Hard
1225,Prove the time complexity in Thermodynamics with example scenario 1224.,Thermodynamics,5.77,0.895,1.717,Easy
1226,Determine the main application in Electromagnetism with example scenario 1225.,Electromagnetism,3.32,0.496,1.26,Medium
1227,Evaluate the data normalization in Machine Learning with example scenario 1226.,Machine Learning,2.51,0.332,2.002,Hard
1228,Analyze the regression model in Data Structures with example scenario 1227.,Data Structures,7.05,0.775,0.974,Easy
1229,Prove the regression model in Algebra with example scenario 1228.,Algebra,5.21,0.63,2.358,Medium
1230,Determine the time complexity in Discrete Mathematics with example scenario 1229.,Discrete Mathematics,1.33,0.212,0.538,Hard
1231,Determine the data normalization in Physics with example scenario 1230.,Physics,7.41,0.915,2.05,Easy
1232,Analyze the probability distribution in Microeconomics with example scenario 1231.,Microeconomics,3.54,0.48,0.56,Medium
1233,Identify the standard method in Linear Algebra with example scenario 1232.,Linear Algebra,3.29,0.379,2.366,Hard
1234,Derive the classification rule in Calculus with example scenario 1233.,Calculus,6.78,0.803,1.857,Easy
1235,Evaluate the standard method in Microeconomics with example scenario 1234.,Microeconomics,4.77,0.508,2.394,Medium
1236,Determine the regression model in Computer Science with example scenario 1235.,Computer Science,3.2,0.357,1.055,Hard
1237,Illustrate the logical equivalence in Chemistry with example scenario 1236.,Chemistry,7.94,0.806,0.521,Easy
1238,Compute the data normalization in Chemistry with example scenario 1237.,Chemistry,5.67,0.643,1.745,Medium
1239,Explain the fundamental theorem in Electromagnetism with example scenario 1238.,Electromagnetism,2.8,0.387,1.18,Hard
1240,Compute the fundamental theorem in Algebra with example scenario 1239.,Algebra,5.95,0.766,1.022,Easy
1241,Prove the optimization technique in Thermodynamics with example scenario 1240.,Thermodynamics,4.83,0.517,2.371,Medium
1242,Evaluate the classification rule in Biology with example scenario 1241.,Biology,1.15,0.154,2.357,Hard
1243,Identify the regression model in Calculus with example scenario 1242.,Calculus,4.85,0.762,0.826,Easy
1244,Compute the standard method in Discrete Mathematics with example scenario 1243.,Discrete Mathematics,3.97,0.602,2.436,Medium
1245,Compare the data normalization in Logic with example scenario 1244.,Logic,1.84,0.23,0.993,Hard
1246,Determine the classification rule in Networks with example scenario 1245.,Networks,7.3,0.844,2.002,Easy
1247,Illustrate the standard method in Physics with example scenario 1246.,Physics,5.45,0.656,2.309,Medium
1248,Identify the logical equivalence in Chemistry with example scenario 1247.,Chemistry,3.04,0.337,0.611,Hard
1249,Evaluate the key assumption in Calculus with example scenario 1248.,Calculus,5.14,0.751,1.827,Easy
1250,Explain the optimization technique in Electromagnetism with example scenario 1249.,Electromagnetism,4.11,0.54,2.269,Medium
1251,Derive the classification rule in Physics with example scenario 1250.,Physics,3.47,0.36,1.128,Hard
1252,Determine the standard method in Operating Systems with example scenario 1251.,Operating Systems,6.29,0.888,0.881,Easy
1253,Identify the probability distribution in Physics with example scenario 1252.,Physics,3.41,0.463,1.36,Medium
1254,Prove the key assumption in Algebra with example scenario 1253.,Algebra,2.21,0.341,1.97,Hard
1255,Illustrate the regression model in Operating Systems with example scenario 1254.,Operating Systems,6.12,0.856,1.486,Easy
1256,Illustrate the key assumption in Operating Systems with example scenario 1255.,Operating Systems,4.21,0.502,1.368,Medium
1257,Prove the space complexity in Linear Algebra with example scenario 1256.,Linear Algebra,0.96,0.148,1.593,Hard
1258,Compute the data normalization in Thermodynamics with example scenario 1257.,Thermodynamics,6.86,0.93,1.966,Easy
1259,Compute the main application in Genetics with example scenario 1258.,Genetics,6.07,0.624,2.142,Medium
1260,Compare the fundamental theorem in Algebra with example scenario 1259.,Algebra,2.28,0.264,2.297,Hard
1261,Identify the standard method in Logic with example scenario 1260.,Logic,6.06,0.83,0.522,Easy
1262,Prove the fundamental theorem in Algebra with example scenario 1261.,Algebra,6.27,0.681,0.709,Medium
1263,Determine the core principle in Databases with example scenario 1262.,Databases,2.1,0.267,0.737,Hard
1264,Identify the key assumption in Statistics with example scenario 1263.,Statistics,6.49,0.946,0.634,Easy
